"movie","chapter","character","dialog"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","Harry, you can't write to him! Owls are being intercepted, it isn't safe."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Ron Weasley","Always knew she was a bit fishy."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","You think she's working for You- Know-Who?"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","Well, it's a possibility, isn't it?"
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Hermione Granger","I suppose so. He could have her under the Imperious Curse, though it's unlikely. Dumbledore'd know."
"Harry Potter and the Order of the Phoenix","Detention With Dolores","Harry Potter","Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","Greetings my children. I sense even now that many of you have already made the transition into the beyond!"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","Today we will be continuing our interpretation of prophetic dreams. Please divide into your groups and discuss your recent night time visions using the text as a guide."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","And how long have you been at this post?"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","I understand you are the descendent of the famous Seer Cassandra Trelawney?"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","I am."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","And you are the first since Cassandra to have the Second Sight?"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","These things tend to skip...several...generations."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","Of course."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","Now, if you would kindly make a prediction for me?"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","The Inner Eye does not See upon command!"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","My dear boy, your dream diary, if you please!"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","My dear boy! My poor boy! These dreams are evil portends!"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","Yes, yes, oatmeal! Are you telling me you cannot see the signs? The foretelling of suffering and death?"
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Harry Potter","Er..."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Sybill Trelawney","Perhaps you are not as in the beyond as the others."
"Harry Potter and the Order of the Phoenix","The Hogwarts High Inquisitor","Dolores Umbridge","Well, if that's the best you can do, Professor, I will be going."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Where are we going, Hermione?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","There we are."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Ron Weasley","""The Hog's Head,"" Hermione?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Come on, I'll explain in a minute."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Hermione, what's going on?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","These are some people I mentioned my Defense Against the Dark Arts idea with."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","You mean about us teaching ourselves?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Neville Longbottom","Hey, Harry."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Hey, Neville."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Uh...same to you, Luna."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Fred Weasley","Hear, hear!"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","That's the first time you've said his name."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Zacharias Smith","How do we know You-Know-Who's really back?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","George Weasley","Dumbledore believes he is."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Justin Finch-Fletchley","You mean Dumbledore believes him."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","That's true, but I think we're drifting from the purpose--"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","It's okay, Hermione."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","I believe Voldemort's back because I fought him last year. Dumbledore's already told the school that. If you didn't believe him you won't believe anyone."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Well...anyway...uh, I think that in order to learn properly we'll need a teacher."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Neville Longbottom","But we're all students. None of us has the experience to--"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Ginny Weasley","Someone here does. Everyone looks at her. She is staring directly at Harry."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Me?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Michael Corner","I for one would like to know why Potter's qualified and the rest of us aren't."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Susan Bones","One of the portraits said you'd killed a Basilisk in the Chamber of Secrets with that sword in Dumbledore's office."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Uh...well, yeah, I did."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Lee Jordan","Blimey, Harry..."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Lavander Brown","Wow..."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Fred Weasley","Can't forget that he saved the Sorcerer's Stone from You-Know-Who in his first year."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Cho Chang","And last year he got through the Triwizard Tournament!"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Ron Weasley","Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Ginny Weasley","And you fought off those dementors that attacked you this summer."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","So all in favor of taking lessons from Harry?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Where are we going to meet?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Neville Longbottom","What about an unused classroom?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","That might work. I'll look into that."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Ok, good."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","I think we should put our names down, so we know who was here."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Ernest Macmillan","I don't know...if it were found...I mean, Umbridge wouldn't like what we're doing..."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Honestly, Ernie, do you think I'd just leave it lying around? Besides, its enchanted."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Also, what should we call ourselves?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Angelina Johnson","What about the Anti-Unbridhe League?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Ginny Weasley","I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","We'll let you know when we're going"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","I think that went well."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Yeah."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","And did you see Cho, Harry?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Hermione Granger","Well, she couldn't keep her eyes off you, could she?!"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Angelina Johnson","Harry, you won't believe...that Umbridge woman...this is too much!!"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","What's she done now?"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Angelina Johnson","Follow me."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately."""
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Angelina Johnson","She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","Not only that, but what about the"
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","This isn't a coincidence."
"Harry Potter and the Order of the Phoenix","In the Hog's Head","Harry Potter","She knows."
